"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"778118948621578240","778100787557859333","845149093","2016-09-20 06:29:48 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@teacherkaris @multimedia_uni @JWalu looking forward to the discussion","","","",""
"766857635702382592","766721049539055616","121098308","2016-08-20 04:41:22 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ggithaiga @LORDMWESH @dailynation @bswitaba sportpesa came in with a lot of pesa","","","",""
"761514793329098752","761485778283290624","36309496","2016-08-05 10:50:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kibunjax @LORDMWESH Kibunja wewe, nini unaangaisha professor? By the way he is a prof from where?","","","",""
"755081753463754752","","","2016-07-18 16:48:13 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @dailynation: NDEMO: We’re in grave danger when higher education doesn’t pay off https://t.co/97LdvoHdby https://t.co/i8ybK93fv6","755079733277102081","25979455","2016-07-18 16:40:11 +0000","http://bit.ly/2aa4NgK,https://twitter.com/dailynation/status/755079733277102081/photo/1,http://bit.ly/2aa4NgK,https://twitter.com/dailynation/status/755079733277102081/photo/1"
"739697623062478849","739696401966325760","45790332","2016-06-06 05:57:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LORDMWESH True, when you add 30% that goes to housing(Rent) it means there is truely no enough for anything else","","","",""
"739696162157002752","","45790332","2016-06-06 05:51:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LORDMWESH Spending a large portion of one’s income on food and drink is an indicator of poverty https://t.co/Z7MH4j6S5t","","","","http://goo.gl/cBJwBN"
"722465034073411584","722449853985472513","45790332","2016-04-19 16:41:01 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @Independent @chenialan interesting.","","","",""
"720677250543316994","","2816689711","2016-04-14 18:17:00 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Philipskenya, I wish to inquire about the price range for shavers. Where can I buy one?","","","",""
"717774511089786880","","402724588","2016-04-06 18:02:33 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya the account is now open. Am unable to clear error 16 though. Pls help","","","",""
"717560363970068481","717559857637900288","115281083","2016-04-06 03:51:37 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya sorry the account is 2017310718 and 2017310780","","","",""
"717559857637900288","","402724588","2016-04-06 03:49:36 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya kindly assist me in activating the account 2017310780","","","",""
"717421079187296261","","402724588","2016-04-05 18:38:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya kindly help activate IUC 2017310718. Thank you","","","",""
"716947455376498688","716946380535832576","45790332","2016-04-04 11:16:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH sawa","","","",""
"716946900864397312","716946727094321152","45790332","2016-04-04 11:13:56 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @FIREAfrica thanks mwesh","","","",""
"716905876452417537","","45790332","2016-04-04 08:30:55 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH, hi bwana mwendwa. Will it be in order to mpesa you renewal fee for boresha. Let me know so as to forward it right away","","","",""
"702543097352339456","702542708133462016","115281083","2016-02-24 17:18:21 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@FredMatiangi I kindly request you to look into this problem. Thank you","","","",""
"702542708133462016","","1378889792","2016-02-24 17:16:48 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@FredMatiangi doing a good job in the ministry of Education.There is a challenge though in supervision and financing of postgraduate studies","","","",""
"674629174825480192","674625853599404032","402724588","2015-12-09 16:38:23 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya 2017310718","","","",""
"674605464836030464","","402724588","2015-12-09 15:04:11 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya it has become a norm that your service is unavailable in the evening when most necessary but always available in the morning","","","",""
"667272591233712128","","45790332","2015-11-19 09:25:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LORDMWESH , this looks good https://t.co/QpKLPrKf3V","","","","https://it4bi-dc.ulb.ac.be/node/317"
"666541436427501568","","45790332","2015-11-17 09:00:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LORDMWESH, @jwalu @mmycool Visualization of IGF_2015 Twitter conversation. https://t.co/7BAoxegsUN. Tweets collected on 11 Nov from 1pm","","","","http://goo.gl/mY44o6"
"662610151510253568","","","2015-11-06 12:39:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","7 strongest El nino Events since 1950 https://t.co/RDnGelvUXT @LORDMWESH @jwalu  @mmycool #BigData","","","","https://plot.ly/~smutuvi/27.embed"
"654677548614336513","654644356104724480","45790332","2015-10-15 15:17:45 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @mmycool this is music to my ear. Good stuff","","","",""
"654364507599466496","654355459126784000","402724588","2015-10-14 18:33:50 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya it just resumed. Something is wrong. Try sorting it once and for all","","","",""
"654346613595500544","","402724588","2015-10-14 17:22:44 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya its has become a norm that your service is unavailable in the evenings. Works well in the morning. Iuc: 2017310718","","","",""
"653267238875734016","653266902026952705","402724588","2015-10-11 17:53:41 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya both are at 0%","","","",""
"653265137810472961","","402724588","2015-10-11 17:45:20 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya my decoder has lately has had problem with reception, especially in the evening. Works well in the morning. IUC 2017310718","","","",""
"652195453136707584","652195023644172292","402724588","2015-10-08 18:54:47 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya 138. E- service unavailable... The signal is apparently too week today","","","",""
"652192601823662080","","402724588","2015-10-08 18:43:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya unable to receive channels. IUc : 2017310718. Pls assist","","","",""
"649258116253642752","649256672498712576","402724588","2015-09-30 16:22:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya thanks a lot for prompt response","","","",""
"649254644707893248","","402724588","2015-09-30 16:09:04 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya please help me reset error 16 for iuc 2017310718. Thanks","","","",""
"646002469881970689","645996556135591936","45790332","2015-09-21 16:46:05 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @mmycool ni kunoma","","","",""
"641911504950960128","","45790332","2015-09-10 09:50:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH predictive analytics in driving sales and marketing for various institutions is where the gold is","","","",""
"641907055696171008","641901600030748672","45790332","2015-09-10 09:32:22 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @mmycool @chenialan true, one of the greatest challenge is getting sufficient, update, relevant data","","","",""
"641899077001719808","","","2015-09-10 09:00:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Internet usage in africa http://t.co/UCVDE3jXcW @mmycool @chenialan @LORDMWESH #BigDataAnalytics","","","","http://goo.gl/BfzUag"
"639823835345367042","","402724588","2015-09-04 15:34:24 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya a colleague just paid money for a the wrong IUC (2018900680). The correct one is 218900580.Her phone no. Is 0724256248.Pls help","","","",""
"637356993804693505","637349428756660228","45790332","2015-08-28 20:12:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH its good that as a country we are at the forefront of making use of data in informing decision making","","","",""
"637348639787118592","","45790332","2015-08-28 19:38:51 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH were there any suggestions of available ""local"" datasets, that we can play around with","","","",""
"637348181597143040","","45790332","2015-08-28 19:37:02 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH how was the presentation from the datascience  team @g33kmate","","","",""
"637192442182279168","","45790332","2015-08-28 09:18:11 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH is the @dataforumKE  open for all; any remote participation options/link","","","",""
"637191957811437568","","45790332","2015-08-28 09:16:15 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @dataforumKE  is a step in the right direction. I hope sufficient funding can be availed for data R&amp;D activities; research is key","","","",""
"633279947407269888","","45790332","2015-08-17 14:11:19 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH there is something you were to share?","","","",""
"631036541079547905","631031419620474880","45790332","2015-08-11 09:36:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LORDMWESH want to venture in data business...Transforming data to insights","","","",""
"631030993722429440","631017800505630720","45790332","2015-08-11 09:14:47 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH would have wished to register a .data","","","",""
"631014895199371265","631009867629731840","45790332","2015-08-11 08:10:49 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH can I get a .data domain?","","","",""
"631008256069115904","","45790332","2015-08-11 07:44:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@lordmwesh, an interesting domain name https://t.co/gwjIfSWvCx","","","","https://abc.xyz/"
"628205190722768896","","45790332","2015-08-03 14:06:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH prices elsewhere are falling while they rise back home:( https://t.co/9QBEeSYfZf","","","","https://twitter.com/StandardKenya/status/628169709129568256"
"626739195856449536","","402724588","2015-07-30 13:00:43 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya kindly help me clear the error for IUC 2017310718. Thanks you","","","",""
"624957006638620672","","45790332","2015-07-25 14:58:56 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @mmycool @chenialan , CORRUPTION maybe the greatest impediment to Kenya's economic growth - @POTUS","","","",""
"623457923839168513","","479951644","2015-07-21 11:42:06 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@singhasdev have finally gotten it working.Thank you much...allow me once in while to ask a few questions.I aspire to build a career in this","","","",""
"622746730665254913","","95430212","2015-07-19 12:36:05 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mmycool hi sir, did you finally visualize the county data. Share the link","","","",""
"622744354764009472","","","2015-07-19 12:26:38 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@chenialan @mmycool @LORDMWESH expound a bit @chenialan","","","",""
"622726811219271680","622720420756758528","45790332","2015-07-19 11:16:56 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @mmycool @chenialan you are now beginning to get it right; Conducive environment and our attitude needs to improve further","","","",""
"622725933905129472","622700502107705345","45790332","2015-07-19 11:13:26 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @mmycool @chenialan we have sufficient skilled workforce. They lack something to do.","","","",""
"622699714560028672","622679955734929408","95430212","2015-07-19 09:29:15 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mmycool @LORDMWESH @chenialan what happens after they go thru their training. No follow up/placement/support program for them.","","","",""
"621710094414295040","621707663106183168","479951644","2015-07-16 15:56:51 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@singhasdev I created table 'tweets_1' with column family 'tweet'.I also set the persistTohbase=true in analyzer.conf. what am i doin wrong?","","","",""
"621668328969510912","","","2015-07-16 13:10:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@@singhasdev, i am tryin to run your app, pankh,I have succeeded but facing challenges in storing tweets in hbase.should i create the db 1st","","","",""
"619187894008303616","619178500814151681","45790332","2015-07-09 16:54:32 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @mmycool Lol, am sure Musya would have laughed at you thru out the session","","","",""
"619177513391104001","619169249039384578","45790332","2015-07-09 16:13:17 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @mmycool a scintillating performance it was.... You need to enlighten us more on this abstract concept","","","",""
"618706583841828864","","45790332","2015-07-08 09:01:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LORDMWESH Good presentation #DNSAfricaForum, following remotely @mmycool","","","",""
"618665399060680704","","","2015-07-08 06:18:20 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@chenialan great. What the title","","","",""
"618472845463678976","","","2015-07-07 17:33:11 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@chenialan hi Alan, did you finally settle on a topic","","","",""
"618401580631638016","618400896041488384","95430212","2015-07-07 12:50:00 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mmycool thanks, will review them further....am off","","","",""
"618392783632646144","","95430212","2015-07-07 12:15:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mmycool , kindly give me a few names of the commonly domain registry automation systems","","","",""
"618016550642167809","618016101503475713","45790332","2015-07-06 11:20:02 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH saw a. Will ask walu to. Both gents are currently on stage as we speak","","","",""
"618015688662368258","618011679952084992","45790332","2015-07-06 11:16:37 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH going on well. A good opportunity to interact with Africa's internet pioneers","","","",""
"618011136361893888","","45790332","2015-07-06 10:58:31 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH are you in for the DNS2015 forum.","","","",""
"616962220677840896","","1374537146","2015-07-03 13:30:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@BenM4nn Enjoyed the @IBMBluemix lab session @MMUKenya","","","",""
"616958039598481408","","1374537146","2015-07-03 13:13:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@BenM4nn enjoyed the @IBMBluemix lab sessions @Multimediakenya","","","",""
"615961941312446464","615943092294823936","402724588","2015-06-30 19:15:45 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya its now OK. Thanks for your quick response","","","",""
"615936695893118976","","402724588","2015-06-30 17:35:26 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya , kindly help me in clearing E16. My iuc is 2017310718","","","",""
"611939681853382656","","45790332","2015-06-19 16:52:44 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @chenialan  https://t.co/9mqUPmYyAy","","","","https://twitter.com/bantigito/status/611811716691726337"
"611872881509855232","","49921218","2015-06-19 12:27:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@bantigito's interview with @CNN on Big Data @LORDMWESH @jwalu @chenialan","","","",""
"610438921571446784","","2179940372","2015-06-15 13:29:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@FalknerKatrina I will be glad to get your advice on the application process. Thank you","","","",""
"610438187807342592","","2179940372","2015-06-15 13:26:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@FalknerKatrina I am @mutuvi from Kenya.I am interested in pursuing a PhD in big data analytics, particularly visualization &amp; in Australia.","","","",""
"604584647209709569","604562892843827200","402724588","2015-05-30 09:46:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya thanks, the message is however a thorn in the flesh. I prefer when it doesn't keep appearing","","","",""
"604535966079037440","","402724588","2015-05-30 06:33:00 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya morning. Still getting ""your subscription has expired"" even after paying &amp; attempting to clear errors. IUC - 2017310718. Pls help","","","",""
"603487969937334272","603451062566166529","45790332","2015-05-27 09:08:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LORDMWESH @chenialan Data has to be cleaned, transformed, and analyzed to unlock its hidden potential. http://t.co/e6CtvAfv4d","","","","http://www.wired.com/2014/07/data-new-oil-digital-economy/"
"603487860059185152","603451062566166529","45790332","2015-05-27 09:08:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LORDMWESH @chenialan In its raw form, data is just like crude oil; it needs to be refined and processed in order to generate real value.","","","",""
"603449997460434944","","","2015-05-27 06:37:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Data is the new Oil @bantigito @LORDMWESH @chenialan","","","",""
"603447308974436352","","","2015-05-27 06:27:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Big Data is a Big Deal -
https://t.co/EFguhoDK7s","","","","https://www.ted.com/talks/kenneth_cukier_big_data_is_better_data?language=en"
"593361497453125632","593331462797164544","402724588","2015-04-29 10:29:39 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GOtvKenya  that the account had expired yet payments for subscription was made","","","",""
"593097913510793217","","402724588","2015-04-28 17:02:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@GOtvKenya kindly help me clear the error on account 2017310718. Regards","","","",""
"582537431850827776","","49921218","2015-03-30 13:38:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@bantigito, good article. We should all be ready to jump on to the big data bandwagon; Opening up the data is the first step","","","",""
"555633484560359424","555630485909815296","45790332","2015-01-15 07:52:00 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @chenialan so Ksh80 would perhaps be the best price for Kenyan motorists","","","",""
"555416901053337601","","45790332","2015-01-14 17:31:23 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LORDMWESH @chenialan  some reprieve following the drop in pump prices. Is this the correct price based on global prices","","","",""
"553544614096171010","553504921090539520","26726739","2015-01-09 13:31:35 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@cossou have also noticed some latency while regenerating a report, especially after passing parameters. Any advice on how to speed that up?","","","",""
"553499967357460480","553486575880114177","26726739","2015-01-09 10:34:10 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@cossou thanks. I found the solution; write permission is what was missing","","","",""
"553485387562504192","","26726739","2015-01-09 09:36:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@cossou I am unable to process the pdf file in laravel.I already have the .jasper and .jrxml. I suspect the -&gt;execute() is failing. pls help","","","",""
"544465680104304640","544453284262850560","333935142","2014-12-15 12:15:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@WilliamsRuto His excellency this caught my eye, I look forward to being a big data expert based at Konza City in the near future","","","",""
"537326707233927169","","","2014-11-25 19:27:24 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@chenialan @LORDMWESH I plead the 5th on this one.... On different note, is it 15b project by safcom likely to have impact on security?!!!?","","","",""
"536837431480553472","","","2014-11-24 11:03:12 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@chenialan @LORDMWESH even in the absence of statistics its clear something is wrong about our security. People continue to loose their life","","","",""
"536819882059649024","","","2014-11-24 09:53:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@chenialan @LORDMWESH could be contributing to the degenerating society that we have today. We need some serious soul searching","","","",""
